undermining|assault
misobservance|etiquette,scrutiny
free state|slave state
ken|keepsake
herbivorous|omnivorous,carnivorous
key|mystery,problem,mystification,secret,confusion
surprised|unsurprised
misanthropy|mis-,philanthropy
addicted|averse,unaddicted,unaccustomed,from,indisposed,disinclined,divorced
acuminate|file
blundering|diplomatic
launch|abolish
nondescript|'quality,title,characteristic
unsociable|horse,sociable
wiseacre|booby
quell|arouse
understate|overstate,exaggerate
adductive|abducent
undcsigning|deep
unacquainted|familiar
censorious|charitable
straightforwardness|evasion,wile
well-doing|crime
vast|small,confined,limited,infinitesimal,circumscribed,narrow,close,moderate
ingenuousness|diplomacy,hypocrisy,craft,pretense
laughing|serious
declare|conceal,impugn,recant,falsify,imply,understand,suppress,allude,unthhold
limpidity|unclearness,obscurity
revelation|cloud,hiding,obscuration,veiling,mystery,concealment,shrouding,learning,cloudiness,trick
incorrupt|corrupt
molar|molecular
undying|mortal
enticement|horror,threat
variant|monotonous,convertible
dynamic|stative,undynamic
unloading|loading
skimmed milk|whole milk
unusual|normal,usual,conventional,habitation,ordinary,familiar,wonted,regular
parch|immerse,dip
preservative|destructive
demeanor|bosom
clergyman|secular,layman
despoil|endow,equip,accouter,deck,enrich,rehabilitate,adorn
query|answer,reply
dismal|farcical,white,glad,cheerful,funny,merry
'be|vanish
thanklessness|gratitude
basify|acidify
patronless|patronized
altruism|meanness,self-indulgence,worldliness,mis-,selfishness,egoism
dismay|assurance,hearten,encourage,inspirit,assure,elate,courage,rally
once|again
carpet|(metaphorical),oblivion,rejection,disposal,shelf
recklessness|prudence,care
get into|exit
doleful|jubilant,air
overseer|workman
unadjusted|adjusted
nonsyllabic|syllabic
kid|parent
decompose|amalgamate,compose,organise,compound,mix
disinure|harden
vitiate|vindicate,refresh,cleanse,remedy,adhere,confirm,substantiate,sanction,improve,justify,corroborate,attest,to,ennoble,support,validate
inelegance|elegance,grace
inventory|erectness,sequence,conservation,inversion,verticality,fixity,permanence,state,stability,order
austere|tender,pond,genial,luxurious,pleasant,mild,voluptuous,licentious,affable,kindly,indulgent,complacent,bland
kin|inaffinity,foreignership,alienage,strangership
perishable|amaranthine,abiding,imperishable
fleece|enrich,undercharge
extermination|propagation,colonization,replenishment,augmentation,increase,settlement,population
apathy|susceptibility,warmth,fury,apprehension,feeling,excitement,zeal,frenzy,agitation,anxiety,sensation,emotion,sensitiveness,aspiration,devotion,passion,vehemence
apocrine|eccrine
stabilisation|destabilization
litigation|arbitration
/orgetfulnesa|memory
bipolar|unipolar
strangership|kin
gullible|knowing
expedite|arrest,stop,defense,hinder,interrupt,oppose,hamper,embarrass
laudatory|abusive,captious
unconscientious|upright,scrupulous
displeasing|tasteful,sweet,pleasing
blow up|reduce,deflate
foreground|play down,background
unjustly|justly
meritorious|heinous,flagitious
extemporize|elaborate
allopathy|homeopathy
ill-shaped|but
between|outside,beyond,without
inclusive|exclusive
overhead|surface,subsurface
ill-judged|judicious
joyfully|joylessly
moldy|fresh
putrefy|germinate
deprived|win
intact|defiled,injured,touched,corrupt,contaminated,hew,affected,hurt
juvenile|superannuated,womanly,mature,elderly,senile,aged,grownup,manly,elder,adult,ancient
guilelesmtss|deception
intestine|external
non-support|sanction,sustenance
genuineness|forgery,hypocrisy,falsehood,mannerism
assuagement|anguish,hardship,provocation,agony,virulence,burden
wear|augment,repair,quantity,renovate,doff,abandon,engrave,refresh,renew,increase,swell
dusky|vivid
wean|accustom
weak|hale,compact,eager,subsidy,sturdy,potent,sound,hardy,binding,secure,biting,vehement,firm,rank,impregnable,intense,formidable,solid,cogent,tough,substantial,resolute,strong-,pungent,tenacious,forcible,strenuous,mighty,vigorous,spy,bobber,strong,ardent,influential,hearty,stout,manly,capable,cohesive,resisting,confirmed,vivid,valid,racy,effective,energetic,brilliant,robust,efficient,impressive,zealous,great,sharp,powerful,healthy,able,brawny
unmyelinated|myelinated
lean|but,stout,rich,corpulent,brawny
unsoured|soured
leap|aim
come alive|fall asleep
objection|permission
maximisation|minimisation
tired|rested
hesitancy|assurance
aggression|retreat,evacuation,repulsion,retaliation,resistance
turn up|unfold
lead|follow,deficit
hardiness|timidity
elegance|awkwardness,deformity,inelegance,coarseness,rudeness,disproportion
riotous|orderly,harmonious
spiritualize|literalize
in-basket|out-basket
adducting|abducent
endotoxin|exotoxin
immatureness|maturity
acellular|cellular
be active|rest
passage|passible,impassible,barrier,unsensitive,insusceptible
adequate|inadequate,worthless,inferior,poor,vain,useless,incompetent,short,unfit
unaddicted|addicted
calumny|vindication,eulogy,justification,panegyric
incognito|corruption,emblem
bustle|vegetate,business
trinuclear|binucleate,mononuclear
impecunious|rich
inhibitor|activator
substantiate|imagine,negate,vitiate,vacate,weaken,feign,pretend
offal|treasure
only|popular
furious|calm,sober
exocentric|endocentric
adduction|abduction
inquiring|uninquiring
accepted|apocryphal
disincarnate|incarnate
declaim|elaborate,study,compose
downwardly|upwardly,upwards,upward
mutinous|loyal
unfurnished|furnished,equipped
legal age|minority
gigantic|puny,feeble,tn,dwarfish,petty
weep|carol,be,enjoy,rejoice,cheerful,laugh,smile
guarding|loss
inclusion|partition,exclusion,elision,elimination
unusable|useful
non-finite|finite
typicality|atypicality
weak spot|good part
lipped|lipless
dissuader|abettor
greatest|least
unconscious|aware,conscious
studied|extemporaneous,unstudied,offhand
fearful|alluring,attractive,inviting,assuring,dauntless,audacious,confident,heroic,hopeful,bold,consolatory,valiant,enterprising,brave,venturous,daring,venturesome,inspiriting
nauseous|delicious
unsexed|uncastrated
explosive|nonexplosive
minerals|mankind
abuttal|abutment
unfocussed|focused
on-street|off-street
wake up|fall asleep
disproportion|harmony,analogy,elegance,proportion,symmetry
approved|disapproved
licit|illicit,unlawful,unlicensed,unauthorized,forbidden,improper,illegal,illegitimate
broad-minded|shockable,bigoted
high-sudsing|low-sudsing
brotherlike|sisterly
warrant|prohibit,imposition
onside|offside
unfeeling|tender
untitled|titled
conjunctive|disjunctive
legibly|illegibly
solid|futile,gaseous,weak,impressible,frivolous,fluid,trifling,fallacious,marsh,illusive,soft,unsound,flimsy,yielding,vain,hollow,fanciful,resilient,frail,volatile,liquid,malleable,flexible,light,invalid,brittle
sinfulness|piety
resistible|irresistible
oentleman|villain
ulcerate|heal
narrative|annotation,wide,unlimited,fable,benevolent,allegory,thick,parable,expanded,myth,ample,broad,generous,narrow,liberal
calcify|decalcify
circular|straight,square,linear,direct
uncomparable|comparable
corporeal|incorporeal,mental,immaterial
soft-boiled|hardhearted
diplomacy|mismanagement,dismissal,naivete,conge,recall,maladministration,self-defeat,candor,ingenuousness
rudimental|final
irritable|meek
stringency|margin
left|center,right
xeric|hydric,mesic
legible|obscure,undecipherable,cabalistic,illegible,cryptographic
unw^jcome|agreeable
pop in|pop out
unbuckle|buckle
ennoble|debase,corrupt,deprave,depress,vitiate,deteriorate,degrade
iciness|warmth,fever,incandescence
particularity|generality
accessible|consequential,inaccessible,unapproachable,distant,difficult,cold
kul|nourish
anchorite|libertine
tencbrosity|effulgence
equilibrize|unbalance
unparalleled|usual
tastelessness|flavor,gust
resigner|candidate
example|culprit,character,principle,system,material,substance,laio,rule,copy,stock,case,quality
matterof-course|adventure
unseasoned|seasoned,ripe
quiet|rough,commotion,outcast,sound,awaken,embitter,boisterous,unquietly,uproar,mad,warfare,alarm,outbreak,insane,agitate,inflame,loud,bother,business,motion,louden,unquiet,tumult,active,arouse,enrage,noisy,ado,restive,warm,sedition,district,movement
uncomparably|comparably
resigned|fretful
provocative|corrective
address|avoid
rabble|aristocracy
unquiet|still,quiet
irrefragable|flimsy
ivrite|eradicate
throw|choose,consume,carry,absorb,support
autologous|heterologous,homologous
brevity|duration,extension,diffuseness,circumlocution,prolixity,length,tediousness,elongation,protraction,verbosity
illegitimate|licit,legitimate
dysphemism|euphemism
high-minded|sordid
confront|impugn,encourage,avoid,abet,elude,escape,countenance
impressible|solid
provocation|deference,mitigation,pacification,assuagement,honor,compliment,homage,respect
illiterate|academical,learned,literary,studious,know,intellectual,scholar,literate
dovishness|hawkishness
bondage|insurrection
implement|agriculture,manufacture,art,work,science,exempt,labor
export|import,bring,importation
sagacious|absurd,sad,childish,foolish
soled|soleless
beset|repel,defend,defy
nestle|flutter
approachable|unapproachable,difficult,overweening
sparse|multitudinous,numerous,frequent,crowded,many,populous,thick,plentiful,dense
discontinuation|continuance
cowardice|nerve,tell,hardihood,valor,prowess,courage
eulogise|calumniate
anabatic|katabatic
absterge|bedaub,soil,begrime,contaminate,pollute,bespatter
expatiation|abridgment,abbreviation
indispensable|dispensable
lent|carnival
unsheathe|sheathe
expanded|contracted,narrative
unsupported|supported
nonspeaking|speaking
patiently|impatiently
tranquillize|agitate,stimulate
spoil|decorate,amend,perform,handle,chasten,do,brew,adorn,accomplish,germinate,improve,fabricate,mend
lend|shorten,lengthen,contract,borrow,a_nt,narrow,confine
infirmity|unhealthfulness,strength,soundness,might,vigor
worsen|better,improve
approval|shame,indignation,pique,accusation,censure,disapproval,elimination,reproof,repentance
bisexual|homosexual,heterosexual
concentrate|dispense,scatter,dismiss,disperse,decentralize,decentralise,distract
expose|bathe,conceal,shelter,machinate,save,dissemble,pretend,embalm,cover,foist,hide,falsify,bury,forge,enshrine,abet,enfold
explosion|din
weld|rend
misdeal|allot
discomfiture|triumph
well|badly,poorly,ill,sick,aid
make it|fail,succumb
observance|breach
misappropriate|award
decompress|pressurize,compress,pressurise,tense
loved|unloved
experiment|conjecture,teach,assumption,hypothesis
faultless|incomplete,imperfect,corrupt,incorrect,amiss,defective,faulty,inaccurate,erroneous
fierce|tender,docile,kind,mild,submissive,affectionate,peaceful,calm,tame,patient,peaceable,gentle,harmless,sweet
noxiously|harmlessly
unconnected|connected,pertinent,concomitant,germane,inherent
odorous|odorless
incompact|thick
distant|accessible,companionable,neighborly,immediate,amicable,friendly,about,adjacent,close,cordial,nautical
hindmost|previous,fire
custody|abandonment,cursory
aimlessness|victuals
averse|pond,addicted,willing
enlightenment|bewilderment
oratification|annoyance
unlovable|estimable,lovely
matter|incorporeality,mind,intellect,immateriality,spirituality,vacuity
unsinkable|sinkable
conjunction|solution,abstraction
exactitude|inexactness
noise|harmony,melody,music,hush,echo,stillness,payment,silence,voicelessness
overbid|underbid
meadow|desert
product|root,germ,grotesque,expense
stupidity|erudition,gift,efficiency,wit,apprehension,learning,sense,lucubration,intelligence,wisdom,genius,acumen,liveliness,talent,understanding,ability,power,accomplishment
fatuity|sobriety,soundness,sense,discernment,wisdom
discouraged|elated
hydrate|dehydrate
noisy|still,noiseless,mute,quiet
produce|with,abbreviate,germ,conceive,follow
descendent|ancestor,root
horrify|enrapture,enchant,enamor
extravagance|saving,frugality,provision,cupidity,economy,prudence,foresight,carefulness
hostile|kindly,akin,compatible,neighborly,amicable,friendly,peaceable,congenial,propitious,cordial
impolicy|utility
flora|fauna
irreversible|reversible
higher up|below
celestial|infernal,mundane,terrestrial,worldly,human,mortal,earthly
inexactitude|exactness
decode|encode
employee|manager,officer,employer
pray|actual,undoubted,undeniable,strong,sure,settled,incontestable,real,precarious,firm,immutable,unquestionable,stable,assured,infallible,certain,steady
employed|idle,unemployed
environ'|girl
bulwark|storming,siefe,bombardment,cannonade,boarding
less than|more than
nonvolatile|volatile
monologue|conference,dialect,conversation
ambitious|unambitious
unwariness|wariness
coarsely|finely
function|malfunction
defective|worthless,accurate,correct,faultless,perfect,entire
raise|reduce,level,darling,lay,lower,suppress,put,descent,cast,hide,demote,debase,overwhelm,droop,abate,abase,drag
west|east
employer|workman,employee,laborer,hand
quite|nearly
pliant|obstinate,stiff,stubborn,difficult,glassy
revere|despise
lar|equable
beingness|nonexistence,nonbeing
overplay|underact
equilibrise|unbalance
lax|compact,concise,coherent,crucial,principled,strict,rigid,conscientious
law|dis-,lot,fancy,chance,luck,authority,custom,anarchy,insurrection,misrule,revolution
unvaried|varied,versatile
lay|hide,disorder,shelter,raise,legal,lift,excite,up,disarrange,erect
make peace|war
devoice|voice
less|more,above,humid
adventure|prospect,matterof-course,monotony,routine,matter-of-fact
unthankfulness|gratitude
condition|condiment,attitude
roughen|file,smooth
thirsty|hungry,wet
improve|worsen,debase,stop,wane,vitiate,depress,deteriorate,spoil,weaken,mar,impair,injure
shining|hazy
abdicate|ocoupy,usurp,grasp,maintain,seize,retain,claim
unthhold|declare,instigate,appoint
hastily|unhurriedly
censure|approval,absolution,approbation,commend,praise,acclamation,benediction,encouragement,justify,eulogy,applause,justification,commendation,credit,apology
move in|move out,pull out
artificially|naturally
wound|console,restore,gladden,heal
anovulation|ovulation
generous|vindicate,mercenary,avaricious,niggardly,selfish,greedy,vile,close,oppressive,venal,cruel,parsimonious,narrative,sordid,rapacious,illiberal,churlish,stingy,ungenerous,penurious,miserly,ignoble,sharp,nefarious,mean,atrocious,covetous,petty
repressed|wrathful
step down|take office,escalate
coincidence|asynchronism,collision,anachronism,diversity,purpose,design,difference,controversy
detrimental|superior,wholesome,advisable,profitable,gainful
knavish|honest,upright,honorable
floor|climax
unalarming|alarming
capitulate|conquer,resist,contend,struggle
